"TaxaID","rab.all","rab.win.control","rab.win.DOR1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV479",1.48314024610742,2.55943645936291,-3.19892222750682,-5.5644656030052,2.53440135605811,-2.37177245593926,0.000547999460257121,0.126564245333996,0.52532105817493,0.2015625,0.504147219059071,"ALDEx2",0.52532105817493,-2.37177245593926,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV495",0.439953490269861,-4.12659291512451,6.76699636632422,10.8598368050017,4.23526517795821,2.5663122737704,0.000547999460257121,0.0487388518096068,0.235699026033964,0,0,"ALDEx2",0.235699026033964,2.5663122737704,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV506",-1.29772539918612,2.6995081669853,-3.12665350050859,-4.24162563764456,6.89008504336635,-0.594729134874578,0.273438950036086,0.551433103799875,0.90455411870438,0.659374999999999,0.931261076304083,"ALDEx2",0.90455411870438,-0.594729134874578,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV523",1.4587963301155,1.86928191226456,-3.01784025795022,-5.36193103527574,2.82344147222838,-1.85764860444994,0.000547999460257121,0.132278392660606,0.525707009586986,0.2,0.501518012328302,"ALDEx2",0.525707009586986,-1.85764860444994,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris"
"ASV543",1.35136643142296,1.63695635821793,0.261247345944748,-1.50354298409891,2.68045112265392,-0.515927592503951,0.201552709217163,0.467484478391204,0.925949263972036,0.58125,0.877765286690539,"ALDEx2",0.925949263972036,-0.515927592503951,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea"
"ASV566",1.40684577534472,1.76536936918898,-3.12769521061503,-4.80614314168452,2.84804478131338,-1.69542692351176,0.000547999460257121,0.16468143233739,0.569049221402268,0.2015625,0.504063216730818,"ALDEx2",0.569049221402268,-1.69542692351176,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA
"ASV578",-3.91779193483279,-6.02659204888663,5.28826575644872,11.1546367846344,2.74562886873743,4.6454425996896,0.000547999460257121,0.018439125298072,0.128861897292521,0,0,"ALDEx2",0.128861897292521,4.6454425996896,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA
"ASV579",3.04852440887699,2.5044816371797,3.60428111824276,1.1616200174439,1.65889460652402,0.635890239286784,0.156253315143681,0.339464965217032,0.960390024953777,0.1578125,0.453272006600936,"ALDEx2",0.960390024953777,0.635890239286784,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA
"ASV582",0.43833961923351,0.946226904999246,-2.65425133795698,-4.63111950879104,3.12551215074051,-1.51664476891785,0.0156646691693825,0.167292724667097,0.608196083691569,0.2421875,0.546466981614418,"ALDEx2",0.608196083691569,-1.51664476891785,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV613",-3.80017387447124,-5.92857269268376,7.08607660624483,12.9597165072391,2.59363098835958,5.75560625368762,0.000547999460257121,0.0158869129665917,0.115870108729461,0,0,"ALDEx2",0.115870108729461,5.75560625368762,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","HTCC5015",NA
"ASV651",1.9777262888732,2.27765931443443,-2.73097287719305,-5.14882726024537,1.86581115304269,-2.66747473801277,0.000547999460257121,0.142800537411454,0.548834118998505,0.2,0.501518012328302,"ALDEx2",0.548834118998505,-2.66747473801277,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA
"ASV691",1.37238105287086,0.697307855975377,5.01533792340235,4.30675490205869,1.01200876032105,4.30787715943624,0.000547999460257121,0.0238118488085446,0.147910848019472,0,0,"ALDEx2",0.147910848019472,4.30787715943624,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA
"ASV714",1.94154437495846,2.99906999024928,-2.91348409060895,-5.71919227621623,2.82060403647525,-2.11172199758082,0.000547999460257121,0.123793994053084,0.512295516595201,0.2,0.501518012328302,"ALDEx2",0.512295516595201,-2.11172199758082,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA
"ASV725",0.187753914811643,-4.05512193069774,6.30289985820664,10.3905924707259,3.92329809354854,2.54278058828839,0.000547999460257121,0.0504571775051191,0.237177563193452,0,0,"ALDEx2",0.237177563193452,2.54278058828839,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV795",2.81825270699448,3.12203055472899,-2.76004890568594,-6.07157694631724,2.54892088975729,-2.63230180537185,0.000547999460257121,0.122253548706754,0.498210731092633,0.2,0.501518012328302,"ALDEx2",0.498210731092633,-2.63230180537185,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA
"ASV814",-3.17237003418817,-5.06094836567088,5.55553388132207,10.6136500222935,2.01926328071297,5.93912898104566,0.000547999460257121,0.0177359040741695,0.121800129969905,0,0,"ALDEx2",0.121800129969905,5.93912898104566,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV829",-0.165658881479952,0.34273472598213,-3.19011632741404,-4.28354709354142,3.16646048768023,-1.24964657028244,0.0390780901701758,0.192284024990524,0.638038297783888,0.2625,0.56547308391897,"ALDEx2",0.638038297783888,-1.24964657028244,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV853",2.7737453522039,2.07794026296106,3.60980352143599,1.79078433543276,1.13866771913749,1.52031610752387,0.023281977911024,0.143180670539046,0.496307400139388,0.0203125,0.0593541109625668,"ALDEx2",0.496307400139388,1.52031610752387,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA
"ASV861",0.845075562062738,1.36975391170808,-2.97881701258844,-4.63251624866641,2.40757453245255,-1.62795641419644,0.00789046640005469,0.146707259447078,0.544284553747801,0.21875,0.51684799407107,"ALDEx2",0.544284553747801,-1.62795641419644,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA
"ASV882",1.00886737120586,1.82501377075371,-3.3097220643054,-5.03096115085526,2.14035490107419,-2.19496260587243,0.000547999460257121,0.132781634466851,0.524604057013785,0.203125,0.506439887328302,"ALDEx2",0.524604057013785,-2.19496260587243,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA
"ASV889",2.91238657339317,-3.85938661617464,4.63708795461085,8.51930267942871,5.19838682309738,1.33827557298302,0.000547999460257121,0.137354035980108,0.489075400304642,0,0,"ALDEx2",0.489075400304642,1.33827557298302,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV901",1.912707414568,1.13481116809014,5.02045727866169,3.89183357357171,1.33785701484424,3.41145267169857,0.000547999460257121,0.149250881097355,0.522345049915332,0,0,"ALDEx2",0.522345049915332,3.41145267169857,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV976",1.51116368721881,1.51116368721881,1.47806376778635,-0.115407483122941,3.76076515044854,-0.0215552862983351,0.496124050418246,0.711176426320091,0.997445913236143,0.821874999999999,0.998497596153846,"ALDEx2",0.997445913236143,-0.0215552862983351,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA
"ASV1015",0.0132224944545438,-3.77385887870531,5.50740890304556,9.23536283747301,3.79862154900666,2.70042809919193,0.000547999460257121,0.0541896800643672,0.248776953440648,0,0,"ALDEx2",0.248776953440648,2.70042809919193,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter",NA
"ASV1030",1.21480880975435,1.63884435481463,-3.07426006848821,-4.71364422506335,2.85089425915667,-1.66357180648778,0.000547999460257121,0.160211269650836,0.558769247132056,0.2046875,0.510070122209059,"ALDEx2",0.558769247132056,-1.66357180648778,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA
"ASV1133",0.817217579939964,2.88226126236147,-2.73143542492645,-5.35187225943442,2.70857528568947,-2.02832681676127,0.000547999460257121,0.136893991538683,0.53898057184854,0.2,0.501518012328302,"ALDEx2",0.53898057184854,-2.02832681676127,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA
"ASV1158",-3.81509591719743,-5.77003817749194,5.48530312994598,11.2140737907926,2.87839059798253,4.13309565518766,0.000547999460257121,0.0193082779123291,0.133324615750294,0,0,"ALDEx2",0.133324615750294,4.13309565518766,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",NA
"ASV1179",1.70097773747985,1.22385514633305,4.06440608503625,2.87930193768937,1.06551455208812,2.72240700634335,0.000547999460257121,0.114252083302144,0.417416556389644,0.0015625,0.005126953125,"ALDEx2",0.417416556389644,2.72240700634335,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA
"ASV1194",-0.232963994508309,2.66264468461012,-2.65493274417038,-4.72432741086259,3.61425485463869,-1.24613702635301,0.0390780901701758,0.160808570480859,0.592273828771039,0.2453125,0.571623782394932,"ALDEx2",0.592273828771039,-1.24613702635301,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV1218",2.68562849399978,2.2129134892596,3.42532802997829,1.45906798612603,1.4051546178223,1.02292603996365,0.140628780821066,0.262418295139032,0.782813896416569,0.1640625,0.471178089488636,"ALDEx2",0.782813896416569,1.02292603996365,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus"
"ASV1227",-3.81593680211768,-5.70704934920837,6.12796962231403,11.713685342563,2.65561841041442,4.47879308666282,0.000547999460257121,0.0171619741980134,0.117919255545191,0,0,"ALDEx2",0.117919255545191,4.47879308666282,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",NA
"ASV1232",-1.32235064713557,1.91116275534859,-3.11762846287269,-3.97335865390708,6.16581477899631,-0.651726102181278,0.250001695344365,0.532915890662797,0.892969205080294,0.6546875,0.918026848356851,"ALDEx2",0.892969205080294,-0.651726102181278,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV1233",1.92580227642309,2.35533821264187,-3.28920417865296,-5.73718887123822,2.8120485625282,-2.11264525717387,0.000547999460257121,0.144465175578145,0.552404656500026,0.2,0.501518012328302,"ALDEx2",0.552404656500026,-2.11264525717387,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA
"ASV1244",-3.41280865879826,-5.77270695259779,5.33165238014512,11.3834685486235,2.17308027756982,4.96023965402538,0.000547999460257121,0.018019363791713,0.124443696159332,0,0,"ALDEx2",0.124443696159332,4.96023965402538,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV1253",2.07157144006736,2.4258959203755,-2.65063864130871,-5.13627276920719,2.18755863863185,-2.35120521108054,0.000547999460257121,0.15735142261884,0.565253549648736,0.2,0.501518012328302,"ALDEx2",0.565253549648736,-2.35120521108054,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA
"ASV1328",0.703687684379913,1.37670511316961,-2.73647136317994,-5.05888190001848,2.73736900964442,-1.61023356250295,0.00782930484115282,0.140280828861841,0.55932669761706,0.2109375,0.515246517639716,"ALDEx2",0.55932669761706,-1.61023356250295,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV1331",-3.62811985889793,-5.82113429931253,5.38449541968771,11.0151900445566,2.67239228322577,4.35162705184659,0.000547999460257121,0.0160139342512802,0.116975972376935,0,0,"ALDEx2",0.116975972376935,4.35162705184659,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV1334",1.0495352391187,1.561051696271,-2.87660189358189,-4.53237924815342,2.77796950436631,-1.70207088749383,0.000547999460257121,0.154763111868823,0.548920354658544,0.2015625,0.50395031146747,"ALDEx2",0.548920354658544,-1.70207088749383,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA
"ASV1415",1.65621182260795,1.78321182289098,0.287842489430748,-2.11180249371222,3.20369136102699,-0.606854327446354,0.234376882168507,0.450117461777926,0.918063194521055,0.553124999999999,0.845090403823694,"ALDEx2",0.918063194521055,-0.606854327446354,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA
"ASV1426",-3.51698127849284,-5.71511130420267,6.44213184786993,12.0422869971379,2.68455375652588,4.60302741804872,0.000547999460257121,0.0187063953286676,0.126784321068519,0,0,"ALDEx2",0.126784321068519,4.60302741804872,TRUE,"Bacteria","Chloroflexi","Anaerolineae","C10-SB1A",NA,NA,NA
"ASV1498",0.466534987345143,1.55594375087549,-2.9056078174294,-4.49342239409798,2.30611568223947,-1.67745979020575,0.000547999460257121,0.153842476587198,0.570322304816999,0.2109375,0.52074884597454,"ALDEx2",0.570322304816999,-1.67745979020575,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae"
"ASV1510",1.50316828320867,1.83902790012896,-2.77428186692017,-5.03616259258004,2.56860264379025,-1.80601897675839,0.000547999460257121,0.150207108894708,0.557622697203426,0.2015625,0.503921858482148,"ALDEx2",0.557622697203426,-1.80601897675839,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA
"ASV1573",-3.53613514820501,-6.07720360277145,5.34797109677362,11.519055307836,2.56870883309271,4.47623326033734,0.000547999460257121,0.0223073936581272,0.140733313225141,0,0,"ALDEx2",0.140733313225141,4.47623326033734,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae",NA,NA
"ASV1633",-3.90755655270655,-5.87956032354626,5.45846897901358,11.4642971742906,2.4839314402365,4.80190841032521,0.000547999460257121,0.0178024803768057,0.125210559664408,0,0,"ALDEx2",0.125210559664408,4.80190841032521,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA
"ASV1733",1.39624684479852,1.89939631006513,-2.73319206701074,-4.95790626894648,2.67853881241608,-1.83443816462225,0.000547999460257121,0.156724058492207,0.564758663597784,0.203125,0.506859971422986,"ALDEx2",0.564758663597784,-1.83443816462225,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA
"ASV1750",-3.7175617677311,-5.87975469469132,5.10473413886366,10.8630556243792,2.59874050136024,4.33495865376276,0.000547999460257121,0.0207506782610164,0.133787755459323,0,0,"ALDEx2",0.133787755459323,4.33495865376276,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade",NA
"ASV1836",-1.51634850183266,2.02224808550967,-2.75305831184704,-4.38572520643423,4.41592685185477,-0.715183216774912,0.248063706377386,0.476606478190967,0.864714512675989,0.635937499999999,0.916961352291653,"ALDEx2",0.864714512675989,-0.715183216774912,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA
"ASV1892",2.09132965497807,1.75053018919479,4.14880861773682,2.49715041183134,1.1956498185125,2.23262275423505,0.000547999460257121,0.0572151350156355,0.259183265368234,0,0,"ALDEx2",0.259183265368234,2.23262275423505,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,NA
"ASV1959",-3.48549220600046,-5.88653651623566,5.50059701897256,11.3384380829149,3.05137794365129,4.00228398362154,0.000547999460257121,0.0218285476410647,0.140497165557253,0,0,"ALDEx2",0.140497165557253,4.00228398362154,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA
"ASV2111",-3.82830235531806,-6.11650365981681,5.4941444413493,11.729527502774,2.94980334844487,4.20028783874157,0.000547999460257121,0.0171850552009339,0.121694148750067,0,0,"ALDEx2",0.121694148750067,4.20028783874157,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga",NA
"ASV2291",-3.91318343818324,-5.83826237390468,5.30430911625136,11.0679718944019,2.74733008666166,4.29790128903603,0.000547999460257121,0.016126965558279,0.12028431912349,0,0,"ALDEx2",0.12028431912349,4.29790128903603,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV2303",-1.45720802895245,2.40582848838367,-3.09897881031864,-4.31548662177181,7.22811607836787,-0.582251101044804,0.281251375942352,0.553000093257395,0.911638460498829,0.676562499999999,0.937073309153583,"ALDEx2",0.911638460498829,-0.582251101044804,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA
"ASV2656",-0.124719418879991,1.80204671408161,-2.98375316962008,-4.72785323665543,2.87522819885585,-1.53055179160302,0.0156646691693825,0.148438377503204,0.569267846510382,0.2265625,0.542775193679,"ALDEx2",0.569267846510382,-1.53055179160302,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV3131",-1.60014305839971,2.18914749785433,-3.04485970110025,-4.04838417300383,5.97419847020045,-0.60539656228727,0.25581555923057,0.536260854665708,0.910448236200172,0.662499999999999,0.934108482625484,"ALDEx2",0.910448236200172,-0.60539656228727,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA
