"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.DOR1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV1415","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.912368892891665,-0.654188354486672,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,1.59885874874591,1.72055140216037,0.682814248449714,-1.96936943968222,3.11045405654022,-0.654188354486672,0.226564484085857,0.450518057233664,0.912368892891665,0.565625,0.842217848367985,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1426","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.32668761116335,TRUE,"Bacteria","Chloroflexi","Anaerolineae","C10-SB1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1426",4.32668761116335,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1426","DESeq2",67.4807914700705,9.12507800709016,1.33999107757353,6.76980271932554,1.28958118026232e-11,3.25619248016235e-10,"deseq2",3.25619248016235e-10,9.12507800709016,TRUE,"Bacteria","Chloroflexi","Anaerolineae","C10-SB1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1426","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.123099373923057,5.15707864487991,TRUE,"Bacteria","Chloroflexi","Anaerolineae","C10-SB1A",NA,NA,NA,-3.82642615046922,-6.11811083308908,6.35081528093905,12.5562891275215,2.61975904480726,5.15707864487991,0.000547999460257121,0.0168146764157011,0.123099373923057,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1498","DESeq2",21.8609382250325,-6.6108599058322,1.4771444601606,-4.4755219200346,7.62248775940132e-06,1.63802396531816e-05,"deseq2",1.63802396531816e-05,-6.6108599058322,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1498","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.523486983479162,-1.86114711844234,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",0.533117048877952,1.55349826092058,-3.27546588568264,-4.9127527652034,2.50017120784496,-1.86114711844234,0.00782930484115282,0.142928342032563,0.523486983479162,0.209375,0.513918178606494,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1510","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.552285273592248,-2.10129876447206,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,1.42844862524531,1.78567753735542,-2.95558337589602,-4.8556080771705,2.25136816528009,-2.10129876447206,0.000547999460257121,0.149679325125275,0.552285273592248,0.2015625,0.5009033915858,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1510","DESeq2",30.2685425165902,-7.08746108557707,1.43080216655762,-4.95371315495969,7.2810516737153e-07,2.0427394973479e-06,"deseq2",2.0427394973479e-06,-7.08746108557707,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1573","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.130144451675907,4.31513628171777,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae",NA,NA,-3.67378172678135,-5.66762136863694,5.30914319659109,10.8716050064775,2.64318920621084,4.31513628171777,0.000547999460257121,0.0188179177462388,0.130144451675907,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1573","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.02785991883428,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1573",4.02785991883428,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1573","DESeq2",33.4998893333827,8.3081190442309,1.25744069272753,6.60647744891125,3.93572189089153e-11,5.91768292007664e-10,"deseq2",5.91768292007664e-10,8.3081190442309,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV160","DESeq2",129.993000705728,0.186262392088535,0.383187280354247,0.486099595789934,0.626896553501471,0.652747957769573,"deseq2",0.652747957769573,0.186262392088535,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV160","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.107893794453312,6.08524838152203,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",3.73236446988723,3.24334890070006,6.05227578254344,2.79631055262946,0.469995144256673,6.08524838152203,0.000547999460257121,0.0136289615418055,0.107893794453312,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,TRUE
"ASV160","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.98512119896748,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV160",3.98512119896748,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,TRUE
"ASV1633","DESeq2",35.3412244982291,8.37113604092466,1.2653773014837,6.61449144099513,3.72831227585833e-11,5.91768292007664e-10,"deseq2",5.91768292007664e-10,8.37113604092466,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1633","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.06509566396755,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1633",4.06509566396755,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1633","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.12827949976167,4.31217472626782,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA,-3.7096656445152,-5.78366811101379,5.43893054076715,11.3213608370032,2.61000563921771,4.31217472626782,0.000547999460257121,0.0182922667917609,0.12827949976167,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV169","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.89997016341173,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV169",3.89997016341173,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE
"ASV169","DESeq2",81.1731542137748,0.388379343175937,1.73867006977182,0.223178529492571,0.823396561520433,0.833570647442365,"deseq2",0.833570647442365,0.388379343175937,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV169","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.563998738273624,1.33180782159312,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma",4.20473827339362,-0.153500346169396,5.5355217156441,5.6721966666734,4.44589710478614,1.33180782159312,0.000547999460257121,0.164453486702066,0.563998738273624,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
"ASV1733","DESeq2",29.6395275013644,-7.07682242613979,1.41640206867181,-4.99663825421388,5.83383553076257e-07,1.73299231943241e-06,"deseq2",1.73299231943241e-06,-7.07682242613979,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1733","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.585243855749338,-2.06822710214293,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,1.34131999477895,1.86800725595029,-2.96062070666889,-4.96793817092514,2.44387276943852,-2.06822710214293,0.00782930484115282,0.170606452952555,0.585243855749338,0.2,0.498666175676709,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV175","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.480033093976279,-2.60461148179894,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,3.68468543211363,4.31551398447594,-3.39159473866148,-7.9469719436694,2.97858245870377,-2.60461148179894,0.000547999460257121,0.116217241519061,0.480033093976279,0.2,0.498666175676709,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV175","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-4.1880124851992,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV175",-4.1880124851992,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV175","DESeq2",156.697951698676,-9.15431660018338,1.48425233752125,-6.16544838618798,7.02836930888851e-10,5.07046642998385e-09,"deseq2",5.07046642998385e-09,-9.15431660018338,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV1750","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.145485845441241,3.76128771300566,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade",NA,-3.42746325391066,-5.64867076613353,5.09955082537478,10.7448489465015,2.92461626334113,3.76128771300566,0.000547999460257121,0.0245443149787943,0.145485845441241,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1750","DESeq2",28.9712058185927,8.04573915617875,1.31729726366596,6.10564676264074,1.0238522330674e-09,6.82234547866604e-09,"deseq2",6.82234547866604e-09,8.04573915617875,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1750","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.98899130258293,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1750",3.98899130258293,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV180","DESeq2",53.1246280724584,-2.34106883215124,1.60704727933601,-1.45939150139812,0.144457383774216,0.169653439083672,"deseq2",0.169653439083672,-2.34106883215124,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV180","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.999526445079572,-0.117068599560075,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,2.6114808818424,2.6114808818424,2.13509145934064,-0.442599575429718,4.20179172336469,-0.117068599560075,0.410853174248917,0.702045767091871,0.999526445079572,0.890624999999999,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1836","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.805556742742119,-0.772075542363876,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,-1.56276726931151,1.99812712792444,-3.44248510746661,-5.09058041989241,5.83357078896254,-0.772075542363876,0.19380090298063,0.385353611102071,0.805556742742119,0.528125,0.844643560349428,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1836","DESeq2",38.9037649988161,-5.56003782281788,2.15558304157268,-2.63882020239531,0.00831950915992933,0.0123569180169539,"deseq2",0.0123569180169539,-5.56003782281788,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1892","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.272685576834693,2.1804618850983,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,NA,2.14565947201705,1.70355514484654,4.1053194987084,2.62755947651947,1.17289679127161,2.1804618850983,0.000547999460257121,0.0611204830086663,0.272685576834693,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1892","DESeq2",35.4059071456267,0.0100140330835694,0.943769175270041,0.0106117393691297,0.991533215900438,0.991533215900438,"deseq2",0.991533215900438,0.0100140330835694,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1959","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.08345416890716,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1959",4.08345416890716,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV1959","DESeq2",37.3355680547427,8.4169690407788,1.28840057528611,6.53105464023545,6.53081656067572e-11,8.24515590785309e-10,"deseq2",8.24515590785309e-10,8.4169690407788,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV1959","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.132700398290348,3.99952508548988,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,-3.74911659071215,-5.80529106158116,5.48782582130693,11.3637937515769,2.90120155041157,3.99952508548988,0.000547999460257121,0.020275042797695,0.132700398290348,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV2","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.52868209190376,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV2",-3.52868209190376,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV2","DESeq2",34.2938123644637,-7.34138713574746,1.37555723561099,-5.33699296577415,9.45007046681201e-08,3.40877541838576e-07,"deseq2",3.40877541838576e-07,-7.34138713574746,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV2","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.556319118171793,-2.13703268499301,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",1.81577755457663,2.25465508331469,-3.05500978989567,-5.28777048173702,2.39270576973131,-2.13703268499301,0.000547999460257121,0.152296655457955,0.556319118171793,0.2,0.498666175676709,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV20","DESeq2",60.6045208448102,-1.85616150836435,1.49567969665795,-1.2421379929195,0.214185652865264,0.24582671522036,"deseq2",0.24582671522036,-1.85616150836435,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV20","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.999439488022803,-0.0716708363421091,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,2.83022648641957,2.83022648641957,2.09016118306,-0.385606751006559,4.71635002994977,-0.0716708363421091,0.5,0.691624866129683,0.999439488022803,0.799999999999998,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2111","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.09468005924764,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV2111",4.09468005924764,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV2111","DESeq2",40.214665588121,8.30599242446872,1.44312782517278,5.72315884390016,1.04561417992022e-08,4.80031964417918e-08,"deseq2",4.80031964417918e-08,8.30599242446872,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV2111","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.119438130725015,4.42286135199066,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiivirga",NA,-3.89300649937114,-6.04670646332248,5.57848636359873,11.4484048354787,2.70506704172317,4.42286135199066,0.000547999460257121,0.0169037514474345,0.119438130725015,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV223","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.47921347843534,-2.67544227320623,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,2.91765270908263,3.24391621627654,-2.8870285467645,-6.35391178189979,2.25006645094499,-2.67544227320623,0.000547999460257121,0.110169510130106,0.47921347843534,0.2,0.498666175676709,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV223","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,-3.91383945531326,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV223",-3.91383945531326,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV223","DESeq2",92.7149650587744,-8.52338240333577,1.45781611728918,-5.84530844808934,5.05630473520474e-09,2.8371487680871e-08,"deseq2",2.8371487680871e-08,-8.52338240333577,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV2291","DESeq2",32.0566409696781,8.15935090099234,1.3370595347199,6.09700112384866,1.08076760058076e-09,6.82234547866604e-09,"deseq2",6.82234547866604e-09,8.15935090099234,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV2291","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.12306992238957,4.88896530420196,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA,-3.87784359900897,-5.93349470251083,5.21374970704766,11.4189395267987,2.52534144795046,4.88896530420196,0.000547999460257121,0.0176919801748003,0.12306992238957,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV2291","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.98936175895494,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV2291",3.98936175895494,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV23","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.113571581072473,4.01921981990532,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,-4.04789363215366,-6.164022436751,5.78528553331074,11.8231513931269,2.82472697538306,4.01921981990532,0.000547999460257121,0.0140192545916419,0.113571581072473,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV23","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.19918170279382,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV23",4.19918170279382,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV23","DESeq2",46.2085850949188,8.45264043095824,1.4653606484823,5.72741977466577,1.01969632216293e-08,4.80031964417918e-08,"deseq2",4.80031964417918e-08,8.45264043095824,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV2303","DESeq2",32.2712112696251,-5.30119658820156,2.17915288882803,-2.4943310248588,0.0126194795315153,0.016994232435774,"deseq2",0.016994232435774,-5.30119658820156,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
