"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.Dor.in","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1","DESeq2",290.209324969744,-5.02409479842631,1.75687643346649,-2.85967453528491,0.00424075987327059,0.00647893869527451,"deseq2",0.00647893869527451,-5.02409479842631,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0329588503765482,0.00109633094576816,"control",0.0329588503765482,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",2.18849612939716
"ASV1014","DESeq2",35.0367933277826,8.87637932550399,1.88515435646441,4.70856898007627,2.49461946054683e-06,7.62244835167087e-06,"deseq2",7.62244835167087e-06,8.87637932550399,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00690023667173076,"contrast",0.00690023667173076,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Agarivorans",NA,"Agarivorans",5.11790550965334
"ASV1030","DESeq2",28.0406845232222,-8.03002295433613,1.65992105578806,-4.83759328573841,1.31420710374066e-06,4.38069034580221e-06,"deseq2",4.38069034580221e-06,-8.03002295433613,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00325825138696003,0,"control",0.00325825138696003,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,"Aliiglaciecola",5.35845744434802
"ASV1053","DESeq2",98.1022384369446,10.3617569656778,1.69308642674851,6.1200401834046,9.35517628211186e-10,1.28633673879038e-08,"deseq2",1.28633673879038e-08,10.3617569656778,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.019783864626582,"contrast",0.019783864626582,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae",NA,NA,NA,7.89064532639244
"ASV1075","DESeq2",27.2239689260401,8.51237831238861,1.96470608173107,4.33264720435358,1.47327092463468e-05,3.27195957145084e-05,"deseq2",3.27195957145084e-05,8.51237831238861,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00537948201786953,"contrast",0.00537948201786953,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","conchae","Ruegeria",4.48519207113894
"ASV1077","DESeq2",28.0584522467216,8.55591059453897,1.93672535595668,4.41772013167692,9.97474612338881e-06,2.38526537733211e-05,"deseq2",2.38526537733211e-05,8.55591059453897,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00559938455168488,"contrast",0.00559938455168488,"Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",NA,"Lentisphaera",4.62246329565974
"ASV111","DESeq2",50.8436394444345,-8.87510960731235,3.92028107285031,-2.2638962468218,0.0235804968504093,0.0324231831693128,"deseq2",0.0324231831693128,-8.87510960731235,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00598490996131337,0,"control",0.00598490996131337,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,1.48914435022148
"ASV1133","DESeq2",67.5897460415711,-1.56879050766187,1.0507545554074,-1.49301328230132,0.13543371012093,0.15675708084393,"deseq2",0.15675708084393,-1.56879050766187,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00645860311179179,0.00246449014974826,"control",0.00645860311179179,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",0.804772832621705
"ASV1179","DESeq2",31.6806364958462,-0.0527536291731831,0.77466695461661,-0.0680984632929016,0.945707253633592,0.95438346696968,"deseq2",0.95438346696968,-0.0527536291731831,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.002243845340858,0.00246449014974826,"contrast",0.00246449014974826,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA,"Aquimarina",0.0202770926675857
"ASV1191","DESeq2",29.755812097696,8.64067821878197,1.94667286518118,4.43869043090492,9.05078845629025e-06,2.21241495598206e-05,"deseq2",2.21241495598206e-05,8.64067821878197,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00586438877095301,"contrast",0.00586438877095301,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA,"Lutimonas",4.65513341435107
"ASV1194","DESeq2",43.8845573806798,-8.66082629829967,2.23324332222923,-3.87813822707613,0.000105258908633725,0.000196245422876436,"deseq2",0.000196245422876436,-8.66082629829967,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00512642473358222,0,"control",0.00512642473358222,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,3.70720046371743
"ASV1218","DESeq2",41.4244950248696,-3.46661290337237,1.34793679905114,-2.57179187170543,0.0101173693832732,0.0150393328670277,"deseq2",0.0150393328670277,-3.46661290337237,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00451800899342625,0.000468022408059105,"control",0.00451800899342625,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus","Aureicoccus",1.82277142827859
"ASV1232","DESeq2",36.8756705312249,-8.41116424136789,3.94455957703236,-2.13234559577775,0.0329784463046318,0.0429639759563694,"deseq2",0.0429639759563694,-8.41116424136789,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00436006961258227,0,"control",0.00436006961258227,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,1.36689553512946
"ASV1233","DESeq2",46.1215376122192,-8.7252487263328,1.62709605394067,-5.36246689628501,8.20930165807312e-08,4.75275359151602e-07,"deseq2",4.75275359151602e-07,-8.7252487263328,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0054230284346084,0,"control",0.0054230284346084,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,6.32305470129938
"ASV1244","DESeq2",31.2898489696566,8.7132085003008,2.00192017072608,4.35242555008605,1.34639600051688e-05,3.08549083451784e-05,"deseq2",3.08549083451784e-05,8.7132085003008,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00613216866503132,"contrast",0.00613216866503132,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,4.51067573932389
"ASV1253","DESeq2",46.5446082288626,-8.7389851131102,1.5919407541568,-5.48951654783094,4.03035359159474e-08,2.60787585338483e-07,"deseq2",2.60787585338483e-07,-8.7389851131102,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00545809837927336,0,"control",0.00545809837927336,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,"Arenicella",6.58371308681789
"ASV1282","DESeq2",24.8039247061748,8.37799947351647,2.22379639087446,3.76743100577746,0.00016493610345535,0.000279122636616746,"deseq2",0.000279122636616746,8.37799947351647,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.0050371104085866,"contrast",0.0050371104085866,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",3.55420494115705
"ASV13","DESeq2",78.0420267657056,-9.4919732295134,1.57262486915666,-6.03575170129643,1.58224388906831e-09,1.9338536421946e-08,"deseq2",1.9338536421946e-08,-9.4919732295134,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00915929924084153,0,"control",0.00915929924084153,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",7.7135763972605
"ASV1328","DESeq2",40.6196340286191,-8.54448130807526,2.10658279434175,-4.05608615575215,4.99018586874455e-05,9.63018325547194e-05,"deseq2",9.63018325547194e-05,-8.54448130807526,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00482684466345141,0,"control",0.00482684466345141,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,4.01636544848471
"ASV1334","DESeq2",26.0781628317523,-7.92548329858034,1.65255216022344,-4.79590507903165,1.61941956253263e-06,5.2392985846644e-06,"deseq2",5.2392985846644e-06,-7.92548329858034,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00303419663710719,0,"control",0.00303419663710719,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,"Dasania",5.28072685064977
"ASV141","DESeq2",22.2046327518357,-7.67482746407562,1.65582841899855,-4.63503789161764,3.56872103350699e-06,1.01704646203474e-05,"deseq2",1.01704646203474e-05,-7.67482746407562,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00260779967750312,0,"control",0.00260779967750312,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",4.99265920662062
"ASV1415","DESeq2",41.7707399333743,-3.11943161445545,0.8868033424606,-3.51761373136012,0.000435445707140501,0.000714910862469479,"deseq2",0.000714910862469479,-3.11943161445545,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00459277392996912,0.000582570507594561,"control",0.00459277392996912,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,"Yoonia-Loktanella",3.14574810414424
"ASV1456","DESeq2",38.8145787760578,9.02409119850116,1.78102028583043,5.06680988998029,4.04537937527077e-07,1.77996692511914e-06,"deseq2",1.77996692511914e-06,9.02409119850116,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00770762471809931,"contrast",0.00770762471809931,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,"Vibrio",5.74958806756285
"ASV1498","DESeq2",25.0277603733597,-7.84077595892828,1.79562407375692,-4.36660215995173,1.26194278055033e-05,2.95348310341568e-05,"deseq2",2.95348310341568e-05,-7.84077595892828,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00295822325786239,0,"control",0.00295822325786239,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae","Marinobacter",4.52966550935481
"ASV1510","DESeq2",34.4667848479008,-8.30328995555309,1.70413869708877,-4.87242615271741,1.10236066366645e-06,3.92500267111363e-06,"deseq2",3.92500267111363e-06,-8.30328995555309,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00405578148810098,0,"control",0.00405578148810098,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,"Yoonia-Loktanella",5.40616004336471
"ASV1526","DESeq2",32.6836936802151,8.77608032705647,1.92373053375553,4.56201124485128,5.06659330356413e-06,1.29610526370245e-05,"deseq2",1.29610526370245e-05,8.77608032705647,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00643221426367165,"contrast",0.00643221426367165,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA,"Rhodopirellula",4.88735972563466
"ASV1575","DESeq2",43.168850369753,2.95070777471801,1.91594180068775,1.5400821536744,0.123540329315376,0.14456847047544,"deseq2",0.14456847047544,2.95070777471801,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.000840898780793625,0.00713210854561185,"contrast",0.00713210854561185,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Croceitalea",NA,"Croceitalea",0.839926413760828
"ASV160","DESeq2",146.855888803443,0.199680869772735,0.471492107785577,0.42350840337617,0.671924368745237,0.70261808263592,"deseq2",0.70261808263592,0.199680869772735,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00975858915422139,0.0125235599035471,"contrast",0.0125235599035471,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis","Polaribacter",0.15328067736218
"ASV1641","DESeq2",23.8263213819082,4.27298134851422,2.46296558680337,1.73489283464168,0.0827597885580149,0.100039304850348,"deseq2",0.100039304850348,4.27298134851422,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.000190645653279105,0.00438509348690936,"contrast",0.00438509348690936,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas",NA,"Litorimonas",0.999829334741484
"ASV168","DESeq2",24.0440962303284,8.33319893010504,2.15320828912494,3.87013136267074,0.000108776724720615,0.0001989028839938,"deseq2",0.0001989028839938,8.33319893010504,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00470138708591235,"contrast",0.00470138708591235,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleibacter",NA,"Oleibacter",3.70135891977394
"ASV169","DESeq2",85.2057180987722,0.372043637197418,2.25258088214115,0.165163275666168,0.868815470009438,0.887565993948466,"deseq2",0.887565993948466,0.372043637197418,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00530217482913785,0.00776533208827955,"contrast",0.00776533208827955,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma","Thalassotalea",0.0517993456057013
"ASV1698","DESeq2",35.0907652355436,8.87858269147433,1.82246246010807,4.87175065924147,1.10613711640475e-06,3.92500267111363e-06,"deseq2",3.92500267111363e-06,8.87858269147433,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00696904674115172,"contrast",0.00696904674115172,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Croceitalea","litorea","Croceitalea",5.40616004336471
"ASV1733","DESeq2",33.7543608069045,-8.27268502322592,1.68028347080265,-4.92338653981649,8.5059202255127e-07,3.34161151716571e-06,"deseq2",3.34161151716571e-06,-8.27268502322592,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00397575379457161,0,"control",0.00397575379457161,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,"Tateyamaria",5.47604404090522
"ASV175","DESeq2",174.081382996156,-10.6516182698024,1.72127045422643,-6.18823046874957,6.08433300555507e-10,9.56109472301512e-09,"deseq2",9.56109472301512e-09,-10.6516182698024,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0201835129798666,0,"control",0.0201835129798666,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",8.01949237917309
"ASV1794","DESeq2",33.4035635376442,8.80741191117045,2.72843677131816,3.22800660207912,0.0012465609709347,0.00193129164511009,"deseq2",0.00193129164511009,8.80741191117045,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.00692799341983257,"contrast",0.00692799341983257,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,"Vibrio",2.71415213828791
