"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1","DESeq2",461.95041819735,0.902352408656653,0.837519664430197,1.07728231765554,0.281354159419906,0.318374443554104,"deseq2",0.318374443554104,0.902352408656653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0329588503765482,0.0265695149775521,"control",0.0329588503765482,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.497061801075343
"ASV1030","DESeq2",28.2141496867984,-5.23133451123546,1.95570575562428,-2.67291387513714,0.00751955531198871,0.0184766216237437,"deseq2",0.0184766216237437,-5.23133451123546,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00325825138696003,0,"control",0.00325825138696003,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,"Aliiglaciecola",1.73337743486345
"ASV1047","DESeq2",98.0595549087939,8.05815748230785,2.26254671473504,3.20985589099644,0.00132801534039852,0.00601101680390907,"deseq2",0.00601101680390907,8.05815748230785,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0,0.0144991536027085,"contrast",0.0144991536027085,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA,NA,NA,2.2210520579514
"ASV111","DESeq2",47.1228572432253,-2.41008943099641,2.34993980722006,-1.60338851646544,0.108848904761422,0.156016763491371,"deseq2",0.156016763491371,-2.41008943099641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00598490996131337,0,"control",0.00598490996131337,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.80682873561564
"ASV1133","DESeq2",52.381305925768,-5.65336238786744,1.9754979891422,-2.81138713076361,0.00493283943734407,0.0132570059878622,"deseq2",0.0132570059878622,-5.65336238786744,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00645860311179179,0,"control",0.00645860311179179,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",1.87755454755791
"ASV116","DESeq2",46.6769423998964,-1.53317458769578,2.35116568045624,-3.54636227770545,0.000390588843682147,0.00321214217320493,"deseq2",0.00321214217320493,-1.53317458769578,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00503902402061074,0,"control",0.00503902402061074,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,"Sedimentitalea",2.49320524058143
"ASV1194","DESeq2",41.5226201514972,-5.08449868921822,2.05043916663461,-2.46119012041712,0.0138476963653444,0.0253383380302047,"deseq2",0.0253383380302047,-5.08449868921822,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00512642473358222,0,"control",0.00512642473358222,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,1.59622187437689
"ASV1218","DESeq2",37.7308300499561,-4.92479342712644,2.06947419966733,-2.37156308332189,0.0177130226783518,0.0304663990067651,"deseq2",0.0304663990067651,-4.92479342712644,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00451800899342625,0,"control",0.00451800899342625,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus","Aureicoccus",1.51617887442551
"ASV1232","DESeq2",33.8675473185215,-2.27051138069659,2.356915637326,-1.46844653140613,0.141982969986587,0.187338455037717,"deseq2",0.187338455037717,-2.27051138069659,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00436006961258227,0,"control",0.00436006961258227,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,0.727373065676158
"ASV1233","DESeq2",44.30629057403,-5.92733516183375,1.86173179735709,-3.18317045275086,0.00145671831233212,0.00615963216280038,"deseq2",0.00615963216280038,-5.92733516183375,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0054230284346084,0,"control",0.0054230284346084,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,2.21044522199724
"ASV1253","DESeq2",44.9339364533123,-5.97245474282108,1.84740249308894,-3.23240561185826,0.00122752681108314,0.00601101680390907,"deseq2",0.00601101680390907,-5.97245474282108,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00545809837927336,0,"control",0.00545809837927336,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,"Arenicella",2.2210520579514
"ASV13","DESeq2",121.250730645687,0.78917590346619,0.80477566369103,0.980681300679049,0.326749927979847,0.360262741105985,"deseq2",0.360262741105985,0.78917590346619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00915929924084153,0.00662397880326783,"control",0.00915929924084153,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",0.443380650918764
"ASV1328","DESeq2",37.3763674735443,-5.20376274837564,2.02414402718691,-2.54467497554964,0.0109379496023579,0.0219497563216262,"deseq2",0.0219497563216262,-5.20376274837564,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00482684466345141,0,"control",0.00482684466345141,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,1.65857029677769
"ASV1334","DESeq2",26.2011560086464,-5.14646811320958,1.9563901709601,-2.62865738271105,0.00857226788852075,0.0199247307679131,"deseq2",0.0199247307679131,-5.14646811320958,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00303419663710719,0,"control",0.00303419663710719,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,"Dasania",1.70060753827813
"ASV141","DESeq2",21.7103686408481,-4.95105926127975,1.94467174179789,-2.54459616255381,0.010940418326472,0.0219497563216262,"deseq2",0.0219497563216262,-4.95105926127975,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00260779967750312,0,"control",0.00260779967750312,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",1.65857029677769
"ASV1415","DESeq2",36.6202870781116,-5.52927652574271,1.94873995820697,-2.83571028414666,0.0045723903030754,0.0129783717568778,"deseq2",0.0129783717568778,-5.52927652574271,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00459277392996912,0,"control",0.00459277392996912,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,"Yoonia-Loktanella",1.88677978992081
"ASV1498","DESeq2",23.8716881918826,-4.9909899528906,1.97620616539315,-2.52380246149834,0.0116093143564448,0.0220514153617301,"deseq2",0.0220514153617301,-4.9909899528906,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00295822325786239,0,"control",0.00295822325786239,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae","Marinobacter",1.65656353027495
"ASV1510","DESeq2",32.8776974720903,-5.48423901800539,1.91093892150926,-2.86890997578334,0.00411889013226342,0.0122146397025743,"deseq2",0.0122146397025743,-5.48423901800539,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00405578148810098,0,"control",0.00405578148810098,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,"Yoonia-Loktanella",1.91311933896411
"ASV160","DESeq2",86.1971684344729,-2.21231340290547,0.872502416052643,-2.52422343717974,0.0115954202733771,0.0220514153617301,"deseq2",0.0220514153617301,-2.21231340290547,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00975858915422139,0.00080959740928829,"control",0.00975858915422139,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis","Polaribacter",1.65656353027495
"ASV169","DESeq2",58.9270834422453,-0.46597622392585,2.23953512354919,-0.211168616843556,0.832755698688503,0.852583215323943,"deseq2",0.852583215323943,-0.46597622392585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00530217482913785,0.00147199528961507,"control",0.00530217482913785,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma","Thalassotalea",0.0692632214941238
"ASV1733","DESeq2",32.3079903295126,-5.4790121760583,1.90353996735184,-2.8774121044316,0.00400951591830462,0.0122146397025743,"deseq2",0.0122146397025743,-5.4790121760583,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00397575379457161,0,"control",0.00397575379457161,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,"Tateyamaria",1.91311933896411
"ASV175","DESeq2",170.090646902357,-7.40226818602325,1.79304085479083,-3.94158637068885,8.09444770036465e-05,0.0017403062555784,"deseq2",0.0017403062555784,-7.40226818602325,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0201835129798666,0,"control",0.0201835129798666,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",2.75937431872655
"ASV180","DESeq2",70.5121337484648,0.125651389333708,1.49877318319223,0.08382328356838,0.933196935555243,0.933196935555243,"deseq2",0.933196935555243,0.125651389333708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00651120882563335,0.00279679105026864,"control",0.00651120882563335,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,"Pseudoalteromonas",0.0300266960180549
"ASV1836","DESeq2",42.5335309566172,-2.5963653574974,2.33767748093464,-1.6274352495569,0.103644690153931,0.151075311071831,"deseq2",0.151075311071831,-2.5963653574974,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00475929225851361,0,"control",0.00475929225851361,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,"Alcanivorax",0.820806502843924
"ASV2","DESeq2",37.839266790195,-5.74305884650693,1.86558195249992,-3.07765192143277,0.00208638459848132,0.0074762114778914,"deseq2",0.0074762114778914,-5.74305884650693,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00446230148378429,0,"control",0.00446230148378429,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus","Prochlorococcus MIT9313",2.12631842233035
"ASV20","DESeq2",113.733903026614,1.50230513020469,0.818782908083258,1.83481416276424,0.066533229412039,0.100383468937462,"deseq2",0.100383468937462,1.50230513020469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00676687792174908,0.00831677338632516,"contrast",0.00831677338632516,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.998337800541122
"ASV2064","DESeq2",91.5886198132897,7.89353457462947,2.27428325745377,3.12410775567428,0.00178345130846907,0.00666855706644958,"deseq2",0.00666855706644958,7.89353457462947,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0,0.0135423566644587,"contrast",0.0135423566644587,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter",NA,"Marinobacter",2.17596812798323
"ASV21","DESeq2",47.0346645844562,1.65818836341178,1.13187470042094,1.46455031759627,0.143043645332688,0.187338455037717,"deseq2",0.187338455037717,1.65818836341178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0027272770149873,0.00367998822403768,"contrast",0.00367998822403768,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,NA,0.727373065676158
"ASV223","DESeq2",103.637208140369,-6.78797833208005,1.8456696546499,-3.57525036220076,0.000349892902128532,0.00321214217320493,"deseq2",0.00321214217320493,-6.78797833208005,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0118902614101523,0,"control",0.0118902614101523,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,"Aestuariicella",2.49320524058143
"ASV2303","DESeq2",34.4657976832613,-2.27051728705446,2.3569328765635,-1.473526804919,0.140609041546233,0.187338455037717,"deseq2",0.187338455037717,-2.27051728705446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00420326117277115,0,"control",0.00420326117277115,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.727373065676158
"ASV236","DESeq2",112.700012545453,-2.57632974491833,2.34025070044391,-1.91282225525688,0.0557708110417768,0.0856480312427286,"deseq2",0.0856480312427286,-2.57632974491833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0134912869552687,0,"control",0.0134912869552687,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",1.06728261553847
"ASV24","DESeq2",316.785981535879,-7.37760314324011,1.85003151068036,-3.73364120543999,0.000188731303395323,0.00310289309287233,"deseq2",0.00310289309287233,-7.37760314324011,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0353401887892061,0,"control",0.0353401887892061,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",2.50823318734701
"ASV248","DESeq2",20.200860364731,-2.27910780443256,2.35583547144327,-1.32903159934865,0.183837544909754,0.216575737838888,"deseq2",0.216575737838888,-2.27910780443256,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00225398240476077,0,"control",0.00225398240476077,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica","Alteromonas",0.664390197354622
"ASV256","DESeq2",29.0122348751236,-1.52219372821839,2.35040951654169,-3.27553162919767,0.00105463304227996,0.00601101680390907,"deseq2",0.00601101680390907,-1.52219372821839,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00313202495516658,0,"control",0.00313202495516658,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA,"Amylibacter",2.2210520579514
"ASV2656","DESeq2",30.364298710416,-4.89667443748724,2.06038090999404,-2.3615874658768,0.0181968788019501,0.0306849328817197,"deseq2",0.0306849328817197,-4.89667443748724,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0038452898239106,0,"control",0.0038452898239106,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,1.51307482232728
"ASV27","DESeq2",203.415192118292,-6.29795893665897,1.96286077177656,-3.17389204429533,0.00150409622580009,0.00615963216280038,"deseq2",0.00615963216280038,-6.29795893665897,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0224421901728577,0,"control",0.0224421901728577,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,"Oceaniserpentilla",2.21044522199724
"ASV3","DESeq2",254.652285537182,1.0659275259768,0.794139355500805,1.34217535103441,0.179539146644811,0.214449536270191,"deseq2",0.214449536270191,1.0659275259768,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0177177965451487,0.0156767498344005,"control",0.0177177965451487,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.668674888550648
"ASV30","DESeq2",88.5641800203859,0.996217398763584,2.11887436719327,0.4627588878346,0.643537202935987,0.674929261615791,"deseq2",0.674929261615791,0.996217398763584,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0052942406903676,0.0060351806874218,"contrast",0.0060351806874218,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.170741742576074
"ASV3131","DESeq2",28.3671599904787,-2.19137223484432,2.36013802738471,-1.39632805654183,0.162615728733228,0.199785038157966,"deseq2",0.199785038157966,-2.19137223484432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00346862885271267,0,"control",0.00346862885271267,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",0.699437039076699
"ASV319","DESeq2",95.3906187013706,-6.6961769710996,1.85291161378965,-3.52567227712675,0.000422409336827231,0.00321214217320493,"deseq2",0.00321214217320493,-6.6961769710996,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0110540438598011,0,"control",0.0110540438598011,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",2.49320524058143
"ASV34","DESeq2",63.3058371762213,0.549836109208918,0.89548806806575,0.614126485103676,0.539131747865335,0.572411485387886,"deseq2",0.572411485387886,0.549836109208918,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00517273491754979,0.00309119010819165,"control",0.00517273491754979,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,0.242291660742906
"ASV343","DESeq2",39.8918229532949,-1.53006858521995,2.35095450665868,-3.5099411479567,0.000448205884633246,0.00321214217320493,"deseq2",0.00321214217320493,-1.53006858521995,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00430653431335404,0,"control",0.00430653431335404,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",2.49320524058143
