"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV347","DESeq2",29.4589752608441,-2.27487401419504,2.35656867998263,-1.43145932604254,0.15229861608751,0.192612955640086,"deseq2",0.192612955640086,-2.27487401419504,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00319758793963138,0,"control",0.00319758793963138,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","genovensis","Alteromonas",0.715314504471266
"ASV354","DESeq2",21.9095714005692,-2.32509346028223,2.35359382509223,-1.36395942660406,0.17258033569803,0.209040970000431,"deseq2",0.209040970000431,-2.32509346028223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00244422517136552,0,"control",0.00244422517136552,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",0.679768588045095
"ASV357","DESeq2",56.0853832195856,3.94121652465219,1.90116542905575,2.02171498931226,0.0432058044392504,0.0675581669413733,"deseq2",0.0675581669413733,3.94121652465219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000591911150178598,0.00750717597703687,"contrast",0.00750717597703687,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,"Dokdonia",1.17032214267188
"ASV37","DESeq2",34.7882263271033,-5.58599539056438,1.89384939214587,-2.94861926171141,0.00319196953414115,0.0105580530744669,"deseq2",0.0105580530744669,-5.58599539056438,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00419762075933019,0,"control",0.00419762075933019,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",1.97641615916683
"ASV383","DESeq2",92.6743563496138,-6.75788507146582,1.83795669304157,-3.62039431871239,0.000294154380758456,0.0031621595931534,"deseq2",0.0031621595931534,-6.75788507146582,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0115377206435627,0,"control",0.0115377206435627,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira",NA,"Oleispira",2.50001621515118
"ASV39","DESeq2",29.6575326198398,-5.35354957878943,1.91873158855893,-2.78901099211242,0.00528692705827226,0.0137780523336792,"deseq2",0.0137780523336792,-5.35354957878943,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00358986013560726,0,"control",0.00358986013560726,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",1.86081216998415
"ASV4","DESeq2",165.101277603736,-7.55274354036369,1.76295898099777,-4.15290585420297,3.28279821168168e-05,0.000941068820682082,"deseq2",0.000941068820682082,-7.55274354036369,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0195553223042447,0,"control",0.0195553223042447,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",3.02637861530859
"ASV42","DESeq2",22.8727171459538,-4.6451722365619,2.08383322651724,-2.22094333691366,0.0263547994790971,0.0435867837538913,"deseq2",0.0435867837538913,-4.6451722365619,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00257987048556374,0,"control",0.00257987048556374,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA,"Marinomonas",1.36064517616402
"ASV424","DESeq2",15.9099352541,-1.49949250232233,2.34876279073453,-1.03662721344801,0.299909625566769,0.334963997386262,"deseq2",0.334963997386262,-1.49949250232233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00171756207218812,0,"control",0.00171756207218812,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","arcticus","Pseudophaeobacter",0.475001869311605
"ASV442","DESeq2",63.2605184357836,-5.49039070524122,2.01425768020942,-2.6881223266366,0.00718550681526937,0.0181751054739166,"deseq2",0.0181751054739166,-5.49039070524122,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00702254426513058,0,"control",0.00702254426513058,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","meonggei","Colwellia",1.74052306016042
"ASV45","DESeq2",53.5038341778963,-0.123562832907901,1.00773071254339,-0.122614196448239,0.902412612135812,0.913029231102116,"deseq2",0.913029231102116,-0.123562832907901,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00507084540337026,0.00183999411201884,"control",0.00507084540337026,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",0.039515318081112
"ASV47","DESeq2",26.8702161472599,-2.4737169010218,2.34511689864968,-1.46188993890793,0.143771372470806,0.187338455037717,"deseq2",0.187338455037717,-2.4737169010218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0029836053566374,0,"control",0.0029836053566374,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",0.727373065676158
"ASV479","DESeq2",44.7143040389067,-5.73352131901144,1.94793338738939,-2.92938394737957,0.00339634612603521,0.0108179913644084,"deseq2",0.0108179913644084,-5.73352131901144,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00512784894756487,0,"control",0.00512784894756487,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA,"Thalassotalea",1.9658533695746
"ASV49","DESeq2",324.309694873831,-7.31805972253732,1.85917257607991,-3.6989644539095,0.000216480913456209,0.00310289309287233,"deseq2",0.00310289309287233,-7.31805972253732,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0363997527598032,0,"control",0.0363997527598032,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",2.50823318734701
"ASV5","DESeq2",323.598801815103,1.77302176018461,0.541237544461555,3.27601438087901,0.00105283199781357,0.00601101680390907,"deseq2",0.00601101680390907,1.77302176018461,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0178445331802186,0.025686317803783,"contrast",0.025686317803783,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,2.2210520579514
"ASV50","DESeq2",64.5697340194137,-5.23625182554273,2.05150985648683,-2.56179026287637,0.010413418385907,0.0219497563216262,"deseq2",0.0219497563216262,-5.23625182554273,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00715702746796533,0,"control",0.00715702746796533,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",1.65857029677769
"ASV506","DESeq2",41.2807504698822,-2.34190178898132,2.35357151666631,-1.54546812024199,0.122233074286467,0.172328596535018,"deseq2",0.172328596535018,-2.34190178898132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00503686419750105,0,"control",0.00503686419750105,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",0.763642648919584
"ASV51","DESeq2",58.0390460716186,1.27222460935888,0.880105057230222,1.44583684904303,0.148222967954409,0.190256346926555,"deseq2",0.190256346926555,1.27222460935888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00375552223036324,0.00390078751747994,"contrast",0.00390078751747994,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",0.720660846309283
"ASV52","DESeq2",210.554272722943,9.72559898452774,2.11542877696599,4.22909574464098,2.3463248190146e-05,0.000941068820682082,"deseq2",0.000941068820682082,9.72559898452774,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0,0.0311327003753588,"contrast",0.0311327003753588,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"Pseudomonas",3.02637861530859
"ASV522","DESeq2",99.0550833850253,8.0825007347249,2.26075117301321,3.22276005875314,0.00126961856884665,0.00601101680390907,"deseq2",0.00601101680390907,8.0825007347249,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0,0.01464635313167,"contrast",0.01464635313167,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","mishustinae","Salegentibacter",2.2210520579514
"ASV523","DESeq2",47.5296295107049,-5.64641437208199,1.96904046331302,-2.82839186499647,0.00467825028445595,0.0129783717568778,"deseq2",0.0129783717568778,-5.64641437208199,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00540045096787335,0,"control",0.00540045096787335,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris","Colwellia",1.88677978992081
"ASV53","DESeq2",291.045131271308,-6.2905785437956,1.97563581877585,-3.24326770015258,0.00118167127062741,0.00601101680390907,"deseq2",0.00601101680390907,-6.2905785437956,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0320155532870732,0,"control",0.0320155532870732,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",2.2210520579514
"ASV543","DESeq2",31.22205057878,-5.23665987596431,2.00100950701079,-2.61451424448632,0.0089354434500268,0.0202223193869028,"deseq2",0.0202223193869028,-5.23665987596431,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00392129002706355,0,"control",0.00392129002706355,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia","lutea","Dokdonia",1.69416903474079
"ASV56","DESeq2",54.6752102008067,-5.43546038331574,2.01332447764786,-2.65961995806547,0.00782288668321591,0.0186880070765713,"deseq2",0.0186880070765713,-5.43546038331574,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00699521949089371,0,"control",0.00699521949089371,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA,"Candidatus Nitrosopelagicus",1.72843701011375
"ASV566","DESeq2",29.4081240240216,-1.72401352490854,1.20446088244623,-1.42164260870704,0.155130028732772,0.193350470594469,"deseq2",0.193350470594469,-1.72401352490854,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00314781090803412,0.000367998822403768,"control",0.00314781090803412,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",NA,"Psychrobium",0.713654766563078
"ASV579","DESeq2",43.2262812100943,-2.7063814036423,2.32947361695578,-1.66303660772234,0.0963051078579001,0.142797228892748,"deseq2",0.142797228892748,-2.7063814036423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0047618492245385,0,"control",0.0047618492245385,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,0.845280220348818
"ASV582","DESeq2",41.6822103177082,-5.01171341828773,2.06205648414135,-2.42056887073857,0.0154962435911438,0.0271974887518035,"deseq2",0.0271974887518035,-5.01171341828773,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00464387932549564,0,"control",0.00464387932549564,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,"Oleiphilus",1.56547119418578
"ASV6","DESeq2",236.750198539184,0.857280587913114,0.738674338935147,1.1605634973916,0.24581945718814,0.285682071867298,"deseq2",0.285682071867298,0.857280587913114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0171588790002443,0.0133215573710164,"control",0.0171588790002443,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.544117013146863
"ASV62","DESeq2",28.1070204762864,-4.41827037392972,2.13044173944275,-2.09831683911411,0.0358771659752984,0.0571377087754753,"deseq2",0.0571377087754753,-4.41827037392972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00337154440198302,0,"control",0.00337154440198302,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA,"Lentimonas",1.2430771788311
"ASV651","DESeq2",41.6597828871199,-5.85613689136455,1.86169052083645,-3.14500506015453,0.001660839572572,0.00649237287459964,"deseq2",0.00649237287459964,-5.85613689136455,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00506928591080089,0,"control",0.00506928591080089,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"Tenacibaculum",2.1875965454184
"ASV66","DESeq2",93.9786196125059,1.07107810240964,1.50681342389018,0.709209690946872,0.478194360553535,0.520566012754481,"deseq2",0.520566012754481,1.07107810240964,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00656429195776298,0.0060351806874218,"control",0.00656429195776298,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA,"Vibrio",0.283524189962899
"ASV691","DESeq2",36.105503210101,2.01028922875686,1.34793611021458,1.48834160100729,0.136660829148727,0.187338455037717,"deseq2",0.187338455037717,2.01028922875686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0016416434998056,0.00323838963715316,"contrast",0.00323838963715316,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,"Dokdonia",0.727373065676158
"ASV714","DESeq2",55.4054421027218,-6.18525116853045,1.86571783011176,-3.31432749161972,0.00091863844803662,0.00601101680390907,"deseq2",0.00601101680390907,-6.18525116853045,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00659960015119434,0,"control",0.00659960015119434,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aliiglaciecola",NA,"Aliiglaciecola",2.2210520579514
"ASV72","DESeq2",31.2294952709123,-1.46439736315778,2.2166278412492,-0.692011858965919,0.488929881651762,0.525599622775645,"deseq2",0.525599622775645,-1.46439736315778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00327971582640429,0.000294399057923015,"control",0.00327971582640429,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA,NA,0.279344955142558
"ASV76","DESeq2",417.202021516144,-8.46755113708437,1.71650416773114,-4.53154939647874,5.85526416466015e-06,0.000503552718160772,"deseq2",0.000503552718160772,-8.46755113708437,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0492695738128566,0,"control",0.0492695738128566,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",3.29795505538286
"ASV795","DESeq2",78.4950728160032,-6.65443256739527,1.83407249450835,-3.62772020399724,0.000285934879373985,0.0031621595931534,"deseq2",0.0031621595931534,-6.65443256739527,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0096270898752598,0,"control",0.0096270898752598,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA,"Fabibacter",2.50001621515118
"ASV81","DESeq2",97.2722287660658,-6.03219160964072,1.96094748900078,-2.99078254408342,0.00278263571072943,0.00957226684490925,"deseq2",0.00957226684490925,-6.03219160964072,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0108221510595221,0,"control",0.0108221510595221,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",2.01898520311582
"ASV829","DESeq2",27.9511574727667,-4.45999241014997,2.12430228653631,-2.11765639056042,0.0342041786872678,0.0555011201340571,"deseq2",0.0555011201340571,-4.45999241014997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00309180186723967,0,"control",0.00309180186723967,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA,"Thalassotalea",1.25569825177587
"ASV853","DESeq2",30.1378361398264,-5.11542055926946,2.02307785326912,-2.51822057202717,0.0117949431004603,0.0220514153617301,"deseq2",0.0220514153617301,-5.11542055926946,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00355412956904081,0,"control",0.00355412956904081,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,NA,1.65656353027495
"ASV861","DESeq2",29.0542422995713,-5.13435704280239,2.01601323223335,-2.54349769331657,0.0109748781608131,0.0219497563216262,"deseq2",0.0219497563216262,-5.13435704280239,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00333160886421632,0,"control",0.00333160886421632,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Aestuariibacter",NA,"Aestuariibacter",1.65857029677769
"ASV882","DESeq2",33.5125738777392,-5.24363827799001,2.00916309362021,-2.59518141599925,0.0094541003146001,0.0208475032578361,"deseq2",0.0208475032578361,-5.24363827799001,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.0039618440054642,0,"control",0.0039618440054642,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Dokdonia",NA,"Dokdonia",1.68094594962415
"ASV889","DESeq2",18.7175708871765,-1.50686224839507,2.34930984091433,-1.07811076789203,0.2809843268079,0.318374443554104,"deseq2",0.318374443554104,-1.50686224839507,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00202066126139779,0,"control",0.00202066126139779,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA,"Oleiphilus",0.497061801075343
"ASV92","DESeq2",39.4340284810494,-5.02415709104395,2.05664176823379,-2.42728408938792,0.0152123385877143,0.0271974887518035,"deseq2",0.0271974887518035,-5.02415709104395,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"DESeq2 only",0.00494468500669714,0,"control",0.00494468500669714,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA,"Coraliomargarita",1.56547119418578
"ASV976","DESeq2",37.187670716687,0.316814479803183,1.05424587606665,0.300587163258365,0.763729321266916,0.791333995529575,"deseq2",0.791333995529575,0.316814479803183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0032299277838701,0.00161919481857658,"control",0.0032299277838701,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA,"Erythrobacter",0.10164017667895
